moves,comment,good
1. d4 c6 2. Nc3 d5,"Well my opponent might be playing a Caro-Kann, but I have news for him...B.D.G",False
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3,"After this move Black can opt to play
the Bishop back, instead he decides to swop off the pieces.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4,"Black is now up by 2 pawns, can White recover, yes by developing and
attacking at the same time.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3,"Black would love to swop off the Queen's, but that is not my poison.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O,"White has now reached a safe castled position, and has much more
artillery at his disposal.",False
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O Nd7 11. Bc4,"Eyeing up the weak f7 square,
the Rook on h1 will come to f1 and further embarace the black Queen.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O Nd7 11. Bc4 Nh6 12. Rhf1 Qg6,"This time I will oblige Black with the Queen swop, and then hack
away the remnants of the defence.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O Nd7 11. Bc4 Nh6 12. Rhf1 Qg6 13. Qxg6 fxg6 14. Bxh6 gxh6 15. Ne4,"Now it starts to get very messy, the Knight on d7 is very vunerable now.
Black is still 2 pawns up, but the Bishop to e6 is too strong.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O Nd7 11. Bc4 Nh6 12. Rhf1 Qg6 13. Qxg6 fxg6 14. Bxh6 gxh6 15. Ne4 O-O-O 16. Be6,"Followed by Knight to f6 Black will lose the piece or drop the pawns
on h7,h6 and g6.",True
1. d4 c6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 Qxd4 8. Be3 Qf6 9. Qg3 e5 10. O-O-O Nd7 11. Bc4 Nh6 12. Rhf1 Qg6 13. Qxg6 fxg6 14. Bxh6 gxh6 15. Ne4 O-O-O 16. Be6 Kc7 17. Rf7 Kb6 18. Rdxd7,"Alfred decided enough was enough, and so another bloody victory for the B.D.G.",True
