moves,comment,good
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3,This looks like a mistake and Black will not miss the punishment.,True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4,(!),True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4,Forced!,False
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5,"(!) This move is
now possible thanks to White's mistake at the 8th move: The Bc1 has his way
blocked by his own pawn.",True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4,(!),True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4 13. hxg4 Bxg4 14. Kg1 Qf5 15. d5,"(!) 15...0-0-0 was threatened with the following Rd8-g8. With this
push White gains a tempo which will allow a check in a4.",True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4 13. hxg4 Bxg4 14. Kg1 Qf5 15. d5 Ne5 16. Qa4+ Nfd7 17. Nxe5 Bxe5 18. e4 Qg6 19. Kf1,It's time to demolish all the defense,False
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4 13. hxg4 Bxg4 14. Kg1 Qf5 15. d5 Ne5 16. Qa4+ Nfd7 17. Nxe5 Bxe5 18. e4 Qg6 19. Kf1 Bxc3 20. bxc3 Be2+ 21. Kxe2 Qxg2 22. Be3 Qxe4 23. Rab1 b5,(!),True
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4 13. hxg4 Bxg4 14. Kg1 Qf5 15. d5 Ne5 16. Qa4+ Nfd7 17. Nxe5 Bxe5 18. e4 Qg6 19. Kf1 Bxc3 20. bxc3 Be2+ 21. Kxe2 Qxg2 22. Be3 Qxe4 23. Rab1 b5 24. Qxb5 Rb8 25. Qc6 Qxc4+ 26. Kf3 f5,(!!) Elegant and unexpected. A chess genius shot.,False
1. c4 Nf6 2. g3 c5 3. Bg2 g6 4. Nc3 Bg7 5. Nf3 Nc6 6. O-O d6 7. h3 Bd7 8. e3 Qc8 9. Kh2 h5 10. d4 h4 11. gxh4 g5 12. Rh1 g4 13. hxg4 Bxg4 14. Kg1 Qf5 15. d5 Ne5 16. Qa4+ Nfd7 17. Nxe5 Bxe5 18. e4 Qg6 19. Kf1 Bxc3 20. bxc3 Be2+ 21. Kxe2 Qxg2 22. Be3 Qxe4 23. Rab1 b5 24. Qxb5 Rb8 25. Qc6 Qxc4+ 26. Kf3 f5 27. Rxb8+ Kf7 28. Bd4,There is nothing better.,False
