moves,comment,good
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7,"the Metger system. Black frees the d8 square with the following
Knight maneuver in mind: Nc6-d8-e6. The system is chosen by Panov because the
possible consequent fight should be interesting and complicate. That is fine
to him.",False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4,"Capablanca's favourite move, and probably
stronger than the usual 10... Ne6 11.Bc1 c5. With this move, in fact, Black
developes his last light piece, keeping the pressure on the center.",False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8,"! - Forcing White to a defending move, and preparing a complicate combination.",False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4,"A quick analysis of the position gives the advatage to Belavenets
because it should be difficult for Black to bring his Nd8 in the fight, while
for White it is already possible to make a plan with Nf3-d4-f5 and f2-f4, with
a dangerous attack. 16...",True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4,"! - Looks risky, since the Re1 and Bg5
are looking at the Qe7 straight into the eyes.",True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4 17. Bf1 Ne6,! - A terrible kick on the head of Belavenets!,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4 17. Bf1 Ne6 18. dxe6 exf3 19. exf7+ Qxf7 20. Qxd6 Ne4 21. Qe7,"Both the players hoped to come
to this position. White thought that he could keep the advantage, after 21...
Qxe7 or 21...Nxg5. Black, on the other, had in mind a surprising reply.",True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4 17. Bf1 Ne6 18. dxe6 exf3 19. exf7+ Qxf7 20. Qxd6 Ne4 21. Qe7 Rfe8,"! - Gaining important tempi, taking the initiative and removing White's
advantage of the Bishop pair.",True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4 17. Bf1 Ne6 18. dxe6 exf3 19. exf7+ Qxf7 20. Qxd6 Ne4 21. Qe7 Rfe8 22. Qxf7+ Bxf7 23. Be3 Bxc4 24. Bxc4+ Rxc4 25. Bxa7 h5,!,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4 11. h3 Bh5 12. g4 Bg6 13. d5 c6 14. Bd3 cxd5 15. exd5 Rc8 16. c4 e4 17. Bf1 Ne6 18. dxe6 exf3 19. exf7+ Qxf7 20. Qxd6 Ne4 21. Qe7 Rfe8 22. Qxf7+ Bxf7 23. Be3 Bxc4 24. Bxc4+ Rxc4 25. Bxa7 h5 26. gxh5,"? - Fallen
straight into the trap! Up to now Belavenets had defended not so badly, but
after this mistake, maybe due to the fact he was in serious zeitnot, Black
will be able to bring his little forces to a terrible attack. 26...",True
